DrugID,DiseaseCount,AssociatedDiseases1,AssociatedDiseases2,AssociatedDiseases3,AssociatedDiseases4,AssociatedDiseases5,AssociatedDiseases6,AssociatedDiseases7,AssociatedDiseases8,AssociatedDiseases9,AssociatedDiseases10,AssociatedDiseases11,AssociatedDiseases12,AssociatedDiseases13,AssociatedDiseases14,AssociatedDiseases15,AssociatedDiseases16,AssociatedDiseases17,AssociatedDiseases18,AssociatedDiseases19,AssociatedDiseases20,AssociatedDiseases21,AssociatedDiseases22,DrugName,AssociatedDiseases1_Name,AssociatedDiseases2_Name,AssociatedDiseases3_Name,AssociatedDiseases4_Name,AssociatedDiseases5_Name,AssociatedDiseases6_Name,AssociatedDiseases7_Name,AssociatedDiseases8_Name,AssociatedDiseases9_Name,AssociatedDiseases10_Name,AssociatedDiseases11_Name,AssociatedDiseases12_Name,AssociatedDiseases13_Name,AssociatedDiseases14_Name,AssociatedDiseases15_Name,AssociatedDiseases16_Name,AssociatedDiseases17_Name,AssociatedDiseases18_Name,AssociatedDiseases19_Name,AssociatedDiseases20_Name,AssociatedDiseases21_Name,AssociatedDiseases22_Name
DB00536,3,D113610,D218200,D312910,,,,,,,,,,,,,,,,,,,,DB00536,BRANCHIAL MYOCLONUS WITH SPASTIC PARAPARESIS AND CEREBELLAR ATAXIA,D218200,D312910,,,,,,,,,,,,,,,,,,,
DB00537,5,D145590,D166760,D208550,D258360,D266600,,,,,,,,,,,,,,,,,,DB00537,D145590,"OTITIS MEDIA, SUSCEPTIBILITY TO; OMS","ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE",ONYCHOTRICHODYSPLASIA AND NEUTROPENIA,INFLAMMATORY BOWEL DISEASE (CROHN DISEASE) 1; IBD1,,,,,,,,,,,,,,,,,
DB00540,6,D143465,D147530,D167870,D252320,D600631,D600808,,,,,,,,,,,,,,,,,DB00540,ATTENTION DEFICIT-HYPERACTIVITY DISORDER; ADHD,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,D167870,"MOTOR NEUROPATHY, PERIPHERAL, WITH DYSAUTONOMIA",D600631,D600808,,,,,,,,,,,,,,,,
DB00541,13,D109543,D194070,D223350,D236000,D246470,D247640,D254500,D256700,D267730,D268220,D276300,D601608,D601626,,,,,,,,,,DB00541,"LEUKEMIA, CHRONIC LYMPHOCYTIC, SUSCEPTIBILITY TO, 2",D194070,D223350,D236000,D246470,D247640,"MYELOMA, MULTIPLE",D256700,RETICULUM CELL SARCOMA,RHABDOMYOSARCOMA 2; RMS2,D276300,D601608,"LEUKEMIA, ACUTE MYELOID; AML",,,,,,,,,
DB00542,3,D146255,D161900,D608622,,,,,,,,,,,,,,,,,,,,DB00542,D146255,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D608622,,,,,,,,,,,,,,,,,,,
DB00544,5,D106400,D114480,D114500,D137215,D276300,,,,,,,,,,,,,,,,,,DB00544,ANKYLOSING VERTEBRAL HYPEROSTOSIS WITH TYLOSIS,D114480,COLORECTAL CANCER; CRC,D137215,D276300,,,,,,,,,,,,,,,,,
DB00545,2,D252320,D254200,,,,,,,,,,,,,,,,,,,,,DB00545,"MOTOR NEUROPATHY, PERIPHERAL, WITH DYSAUTONOMIA",MYASTHENIA GRAVIS; MG,,,,,,,,,,,,,,,,,,,,
DB00547,1,D233810,,,,,,,,,,,,,,,,,,,,,,DB00547,"GROWTH RETARDATION, SMALL AND PUFFY HANDS AND FEET, AND ECZEMA",,,,,,,,,,,,,,,,,,,,,
DB00548,1,D604416,,,,,,,,,,,,,,,,,,,,,,DB00548,D604416,,,,,,,,,,,,,,,,,,,,,
DB00549,1,D208550,,,,,,,,,,,,,,,,,,,,,,DB00549,"ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE",,,,,,,,,,,,,,,,,,,,,
DB00550,1,D275000,,,,,,,,,,,,,,,,,,,,,,DB00550,D275000,,,,,,,,,,,,,,,,,,,,,
DB00552,1,D276300,,,,,,,,,,,,,,,,,,,,,,DB00552,MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,,,,,,,,,,,,,,,,,,,,,
DB00554,5,D140600,D165720,D208230,D607459,D607850,,,,,,,,,,,,,,,,,,DB00554,D140600,D165720,PROGRESSIVE PSEUDORHEUMATOID DYSPLASIA; PPRD,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO",OSTEOARTHRITIS SUSCEPTIBILITY 3; OS3,,,,,,,,,,,,,,,,,
DB00555,4,D102100,D181500,D217200,D239350,,,,,,,,,,,,,,,,,,,DB00555,"ACROMEGALOID CHANGES, CUTIS VERTICIS GYRATA, AND CORNEAL LEUKOMA",SCHIZOPHRENIA; SCZD,D217200,D239350,,,,,,,,,,,,,,,,,,
DB00557,2,D145590,D147530,,,,,,,,,,,,,,,,,,,,,DB00557,"HYPERTHERMIA, CUTANEOUS, WITH HEADACHES AND NAUSEA",D147530,,,,,,,,,,,,,,,,,,,,
DB00559,2,D161900,D178600,,,,,,,,,,,,,,,,,,,,,DB00559,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1","PULMONARY HYPERTENSION, PRIMARY, 1; PPH1",,,,,,,,,,,,,,,,,,,,
DB00563,22,D109543,D109800,D114480,D114500,D133239,D137215,D151590,D182280,D208920,D223350,D231090,D233810,D236000,D246470,D247640,D254400,D259500,D267730,D268220,D273300,D276300,D601626,DB00563,"LEUKEMIA, CHRONIC LYMPHOCYTIC, SUSCEPTIBILITY TO, 2",D109800,BREAST CANCER,COLORECTAL CANCER; CRC,ESOPHAGEAL CANCER,D137215,LICHEN SCLEROSUS ET ATROPHICUS; LSA,D182280,D208920,DOHLE BODIES AND LEUKEMIA,"HYDATIDIFORM MOLE, RECURRENT, 1; HYDM1","GROWTH RETARDATION, SMALL AND PUFFY HANDS AND FEET, AND ECZEMA","LYMPHOMA, HODGKIN, CLASSIC; CHL","LEUKEMIA, ACUTE MYELOCYTIC, WITH POLYPOSIS COLI AND COLON CANCER","LYMPHOBLASTIC LEUKEMIA, ACUTE, WITH LYMPHOMATOUS FEATURES; LALL",MYCOSIS FUNGOIDES,OSTEOGENIC SARCOMA,RETICULUM CELL SARCOMA,RHABDOMYOSARCOMA 2; RMS2,TESTICULAR GERM CELL TUMOR; TGCT,MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,"LEUKEMIA, ACUTE MYELOID; AML"
DB00564,6,D102300,D104130,D128101,D165199,D181500,D190400,,,,,,,,,,,,,,,,,DB00564,"RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 1; RLS1",D104130,D128101,"OPTIC ATROPHY, HEARING LOSS, AND PERIPHERAL NEUROPATHY, AUTOSOMAL DOMINANT",D181500,D190400,,,,,,,,,,,,,,,,
DB00569,1,D188050,,,,,,,,,,,,,,,,,,,,,,DB00569,THROMBOPHILIA DUE TO THROMBIN DEFECT; THPH1,,,,,,,,,,,,,,,,,,,,,
DB00570,7,D114480,D148000,D188030,D236000,D254400,D273300,D276300,,,,,,,,,,,,,,,,DB00570,D114480,D148000,D188030,D236000,MYCOSIS FUNGOIDES,D273300,D276300,,,,,,,,,,,,,,,
DB00571,10,D110100,D115000,D140850,D157300,D157700,D161900,D171300,D190300,D300125,D608622,,,,,,,,,,,,,DB00571,D110100,VENTRICULAR ARRHYTHMIAS DUE TO CARDIAC RYANODINE RECEPTOR CALCIUM RELEASE DEFICIENCY SYNDROME; VACRDS,D140850,"MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 1",MITRAL VALVE PROLAPSE 1; MVP1,D161900,D171300,D190300,D300125,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,
DB00572,2,D190310,D226150,,,,,,,,,,,,,,,,,,,,,DB00572,D190310,ENTEROCOLITIS,,,,,,,,,,,,,,,,,,,,
DB00573,6,D140600,D147530,D165720,D208230,D607459,D607850,,,,,,,,,,,,,,,,,DB00573,OSTEOARTHRITIS SUSCEPTIBILITY 2; OS2,D147530,OSTEOARTHRITIS SUSCEPTIBILITY 1; OS1,D208230,D607459,D607850,,,,,,,,,,,,,,,,
DB00575,10,D102300,D137580,D143465,D144110,D147530,D161900,D171300,D601042,D607554,D608622,,,,,,,,,,,,,DB00575,"RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 1; RLS1",GILLES DE LA TOURETTE SYNDROME; GTS,ATTENTION DEFICIT-HYPERACTIVITY DISORDER; ADHD,HYPERHIDROSIS PALMARIS ET PLANTARIS; HYPRPP,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,D161900,PHEOCHROMOCYTOMA,D601042,D607554,D608622,,,,,,,,,,,,
DB00580,5,D140600,D165720,D208230,D607459,D607850,,,,,,,,,,,,,,,,,,DB00580,D140600,D165720,D208230,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO",D607850,,,,,,,,,,,,,,,,,
DB00583,1,D212140,,,,,,,,,,,,,,,,,,,,,,DB00583,"CARNITINE DEFICIENCY, SYSTEMIC PRIMARY; CDSP",,,,,,,,,,,,,,,,,,,,,
DB00584,2,D146255,D608622,,,,,,,,,,,,,,,,,,,,,DB00584,"HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DYSPLASIA SYNDROME; HDRS","HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,,,,,,
DB00585,4,D109350,D190310,D304790,D600263,,,,,,,,,,,,,,,,,,,DB00585,D109350,D190310,"IMMUNODYSREGULATION, POLYENDOCRINOPATHY, AND ENTEROPATHY, X-LINKED; IPEX","HELICOBACTER PYLORI INFECTION, SUSCEPTIBILITY TO",,,,,,,,,,,,,,,,,,
DB00586,9,D106400,D140600,D147530,D150600,D165720,D208230,D308205,D607459,D607850,,,,,,,,,,,,,,DB00586,D106400,OSTEOARTHRITIS SUSCEPTIBILITY 2; OS2,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,D150600,OSTEOARTHRITIS SUSCEPTIBILITY 1; OS1,D208230,D308205,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO",D607850,,,,,,,,,,,,,
DB00588,2,D208550,D600807,,,,,,,,,,,,,,,,,,,,,DB00588,D208550,"ASTHMA, SUSCEPTIBILITY TO",,,,,,,,,,,,,,,,,,,,
DB00590,6,D147530,D161900,D179600,D200170,D600082,D608622,,,,,,,,,,,,,,,,,DB00590,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",RAYNAUD DISEASE,ACANTHOSIS NIGRICANS WITH MUSCLE CRAMPS AND ACRAL ENLARGEMENT,"PROSTATIC HYPERPLASIA, BENIGN; BPH","HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,,
DB00591,1,D603165,,,,,,,,,,,,,,,,,,,,,,DB00591,D603165,,,,,,,,,,,,,,,,,,,,,
DB00593,1,D217200,,,,,,,,,,,,,,,,,,,,,,DB00593,"CONVULSIVE DISORDER, FAMILIAL, WITH PRENATAL OR EARLY ONSET",,,,,,,,,,,,,,,,,,,,,
DB00594,4,D161900,D208300,D215140,D608622,,,,,,,,,,,,,,,,,,,DB00594,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1","ASCITES, CHYLOUS",D215140,D608622,,,,,,,,,,,,,,,,,,
DB00596,1,D233810,,,,,,,,,,,,,,,,,,,,,,DB00596,D233810,,,,,,,,,,,,,,,,,,,,,
DB00598,5,D110100,D157700,D161900,D171300,D608622,,,,,,,,,,,,,,,,,,DB00598,D110100,MITRAL VALVE PROLAPSE 1; MVP1,D161900,D171300,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,,,
DB00603,5,D102500,D131200,D144700,D192000,D605839,,,,,,,,,,,,,,,,,,DB00603,D102500,"ENDOMETRIOSIS, SUSCEPTIBILITY TO, 1","RENAL CELL CARCINOMA, NONPAPILLARY; RCC",D192000,D605839,,,,,,,,,,,,,,,,,
DB00604,1,D304790,,,,,,,,,,,,,,,,,,,,,,DB00604,"IMMUNODYSREGULATION, POLYENDOCRINOPATHY, AND ENTEROPATHY, X-LINKED; IPEX",,,,,,,,,,,,,,,,,,,,,
DB00605,8,D133690,D140600,D147530,D165720,D175100,D208230,D607459,D607850,,,,,,,,,,,,,,,DB00605,D133690,D140600,D147530,OSTEOARTHRITIS SUSCEPTIBILITY 1; OS1,D175100,D208230,D607459,OSTEOARTHRITIS SUSCEPTIBILITY 3; OS3,,,,,,,,,,,,,,
DB00608,1,D181000,,,,,,,,,,,,,,,,,,,,,,DB00608,D181000,,,,,,,,,,,,,,,,,,,,,
DB00611,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB00611,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,,,,,,,,,,,,,,,,,,,,,
DB00612,2,D110100,D157700,,,,,,,,,,,,,,,,,,,,,DB00612,D110100,D157700,,,,,,,,,,,,,,,,,,,,
DB00619,4,D131440,D247640,D276300,D607685,,,,,,,,,,,,,,,,,,,DB00619,D131440,"LYMPHOBLASTIC LEUKEMIA, ACUTE, WITH LYMPHOMATOUS FEATURES; LALL",MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,D607685,,,,,,,,,,,,,,,,,,
DB00620,13,D104130,D114580,D133600,D147540,D148100,D151590,D152700,D165199,D173200,D181000,D188030,D208550,D223350,,,,,,,,,,DB00620,"ALOPECIA, PSYCHOMOTOR EPILEPSY, PYORRHEA, AND MENTAL SUBNORMALITY","CANDIDIASIS, FAMILIAL, 1; CANDF1",D133600,"INSECT STINGS, HYPERSENSITIVITY TO",KELOID FORMATION; KLDF,LICHEN SCLEROSUS ET ATROPHICUS; LSA,D152700,D165199,D173200,"SARCOIDOSIS, SUSCEPTIBILITY TO, 1; SS1",IMMUNE THROMBOCYTOPENIA; ITP,"ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE",DOHLE BODIES AND LEUKEMIA,,,,,,,,,
DB00622,2,D161900,D608622,,,,,,,,,,,,,,,,,,,,,DB00622,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D608622,,,,,,,,,,,,,,,,,,,,
DB00623,1,D181500,,,,,,,,,,,,,,,,,,,,,,DB00623,SCHIZOPHRENIA; SCZD,,,,,,,,,,,,,,,,,,,,,
DB00624,3,D114480,D215470,D241100,,,,,,,,,,,,,,,,,,,,DB00624,BREAST CANCER,D215470,D241100,,,,,,,,,,,,,,,,,,,
DB00627,2,D144010,D144650,,,,,,,,,,,,,,,,,,,,,DB00627,"HYPERCHOLESTEROLEMIA, FAMILIAL, 2; FHCL2","HYPERLIPOPROTEINEMIA, TYPE V",,,,,,,,,,,,,,,,,,,,
DB00630,5,D102500,D150600,D166710,D167320,D602080,,,,,,,,,,,,,,,,,,DB00630,HAJDU-CHENEY SYNDROME; HJCYS,D150600,OSTEOPOROSIS,INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 1; IBMPFD1,D602080,,,,,,,,,,,,,,,,,
DB00631,1,D247640,,,,,,,,,,,,,,,,,,,,,,DB00631,D247640,,,,,,,,,,,,,,,,,,,,,
DB00635,22,D109100,D125600,D126200,D133600,D143880,D146850,D147540,D151590,D152700,D157300,D181000,D188030,D205700,D208550,D208920,D223350,D233810,D247640,D254400,D276300,D304790,D600351,DB00635,AUTOIMMUNE DISEASE,DERMATOSIS PAPULOSA NIGRA,D126200,EXOSTOSES OF HEEL,D143880,IMMUNE SUPPRESSION; IS,D147540,D151590,D152700,"MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 1","SARCOIDOSIS, SUSCEPTIBILITY TO, 1; SS1",IMMUNE THROMBOCYTOPENIA; ITP,"ANEMIA, AUTOIMMUNE HEMOLYTIC","ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE","ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA; EAOH",DOHLE BODIES AND LEUKEMIA,"GROWTH RETARDATION, SMALL AND PUFFY HANDS AND FEET, AND ECZEMA","LYMPHOBLASTIC LEUKEMIA, ACUTE, WITH LYMPHOMATOUS FEATURES; LALL",MYCOSIS FUNGOIDES,MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,"IMMUNODYSREGULATION, POLYENDOCRINOPATHY, AND ENTEROPATHY, X-LINKED; IPEX","ENTEROPATHY, FAMILIAL, WITH VILLOUS EDEMA AND IMMUNOGLOBULIN G2 DEFICIENCY"
DB00636,1,D144650,,,,,,,,,,,,,,,,,,,,,,DB00636,D144650,,,,,,,,,,,,,,,,,,,,,
DB00637,1,D147540,,,,,,,,,,,,,,,,,,,,,,DB00637,D147540,,,,,,,,,,,,,,,,,,,,,
DB00640,1,D194200,,,,,,,,,,,,,,,,,,,,,,DB00640,WOLFF-PARKINSON-WHITE SYNDROME; WPW,,,,,,,,,,,,,,,,,,,,,
DB00641,1,D144010,,,,,,,,,,,,,,,,,,,,,,DB00641,"HYPERCHOLESTEROLEMIA, FAMILIAL, 2; FHCL2",,,,,,,,,,,,,,,,,,,,,
DB00642,1,D276300,,,,,,,,,,,,,,,,,,,,,,DB00642,D276300,,,,,,,,,,,,,,,,,,,,,
DB00644,1,D146110,,,,,,,,,,,,,,,,,,,,,,DB00644,HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR WITHOUT ANOSMIA; HH7,,,,,,,,,,,,,,,,,,,,,
DB00647,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB00647,D147530,,,,,,,,,,,,,,,,,,,,,
DB00650,3,D114500,D176800,D259500,,,,,,,,,,,,,,,,,,,,DB00650,D114500,D176800,OSTEOGENIC SARCOMA,,,,,,,,,,,,,,,,,,,
DB00651,3,D208550,D210050,D600807,,,,,,,,,,,,,,,,,,,,DB00651,"ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE","BERRY ANEURYSM, CIRRHOSIS, PULMONARY EMPHYSEMA, AND CEREBRAL CALCIFICATION",D600807,,,,,,,,,,,,,,,,,,,
DB00652,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB00652,D147530,,,,,,,,,,,,,,,,,,,,,
DB00653,5,D127350,D189800,D217200,D239350,D248190,,,,,,,,,,,,,,,,,,DB00653,D127350,PREECLAMPSIA/ECLAMPSIA 1; PEE1,D217200,"HYPERPHOSPHATEMIA, POLYURIA, AND SEIZURES",D248190,,,,,,,,,,,,,,,,,
DB00654,4,D137750,D137760,D161900,D601682,,,,,,,,,,,,,,,,,,,DB00654,D137750,"GLAUCOMA, PRIMARY OPEN ANGLE; POAG",D161900,"GLAUCOMA 1, PRIMARY OPEN ANGLE, C; GLC1C",,,,,,,,,,,,,,,,,,
DB00655,2,D215470,D311360,,,,,,,,,,,,,,,,,,,,,DB00655,BOUCHER-NEUHAUSER SYNDROME; BNHS,PREMATURE OVARIAN FAILURE 1; POF1,,,,,,,,,,,,,,,,,,,,
DB00657,4,D137580,D145500,D161900,D608622,,,,,,,,,,,,,,,,,,,DB00657,D137580,D145500,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D608622,,,,,,,,,,,,,,,,,,
DB00659,1,D103780,,,,,,,,,,,,,,,,,,,,,,DB00659,D103780,,,,,,,,,,,,,,,,,,,,,
DB00661,8,D115000,D115195,D157300,D161900,D200170,D607554,D608583,D608622,,,,,,,,,,,,,,,DB00661,VENTRICULAR ARRHYTHMIAS DUE TO CARDIAC RYANODINE RECEPTOR CALCIUM RELEASE DEFICIENCY SYNDROME; VACRDS,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 2; CMH2","MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 1","RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D200170,"ATRIAL FIBRILLATION, FAMILIAL, 3; ATFB3",D608583,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,
DB00668,6,D137750,D137760,D147540,D208550,D600807,D601682,,,,,,,,,,,,,,,,,DB00668,"GLAUCOMA 1, OPEN ANGLE, A; GLC1A","GLAUCOMA, PRIMARY OPEN ANGLE; POAG","INSECT STINGS, HYPERSENSITIVITY TO","ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE","ASTHMA, SUSCEPTIBILITY TO","GLAUCOMA 1, PRIMARY OPEN ANGLE, C; GLC1C",,,,,,,,,,,,,,,,
DB00669,2,D157300,D300125,,,,,,,,,,,,,,,,,,,,,DB00669,D157300,"MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 2",,,,,,,,,,,,,,,,,,,,
DB00672,4,D125850,D125851,D125853,D600496,,,,,,,,,,,,,,,,,,,DB00672,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1; MODY1",D125851,TYPE 2 DIABETES MELLITUS; T2D,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3; MODY3",,,,,,,,,,,,,,,,,,
DB00674,3,D104300,D125320,D605055,,,,,,,,,,,,,,,,,,,,DB00674,"ALZHEIMER DISEASE, FAMILIAL, 1; AD1",DEMENTIA/PARKINSONISM WITH NON-ALZHEIMER AMYLOID PLAQUES,"ALZHEIMER DISEASE, FAMILIAL EARLY-ONSET, WITH COEXISTING AMYLOID AND PRION PATHOLOGY",,,,,,,,,,,,,,,,,,,
DB00675,2,D114480,D174800,,,,,,,,,,,,,,,,,,,,,DB00675,D114480,MCCUNE-ALBRIGHT SYNDROME; MAS,,,,,,,,,,,,,,,,,,,,
DB00678,4,D145500,D146255,D161900,D608622,,,,,,,,,,,,,,,,,,,DB00678,"HYPERTENSION, ESSENTIAL",D146255,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D608622,,,,,,,,,,,,,,,,,,
DB00679,1,D181500,,,,,,,,,,,,,,,,,,,,,,DB00679,D181500,,,,,,,,,,,,,,,,,,,,,
DB00682,6,D107320,D125310,D540000,D601367,D607554,D608583,,,,,,,,,,,,,,,,,DB00682,D107320,"CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 1; CADASIL1","MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, LACTIC ACIDOSIS, AND STROKE-LIKE EPISODES; MELAS","STROKE, ISCHEMIC",D607554,D608583,,,,,,,,,,,,,,,,
DB00686,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB00686,D147530,,,,,,,,,,,,,,,,,,,,,
DB00687,2,D157700,D252320,,,,,,,,,,,,,,,,,,,,,DB00687,D157700,D252320,,,,,,,,,,,,,,,,,,,,
DB00691,3,D146255,D161900,D608622,,,,,,,,,,,,,,,,,,,,DB00691,D146255,D161900,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,,,,,
DB00692,6,D155100,D161900,D171300,D231200,D273800,D608622,,,,,,,,,,,,,,,,,DB00692,D155100,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D171300,BERNARD-SOULIER SYNDROME; BSS,D273800,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,,
DB00694,5,D148000,D223350,D247640,D276300,D601626,,,,,,,,,,,,,,,,,,DB00694,"KAPOSI SARCOMA, SUSCEPTIBILITY TO",D223350,D247640,MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,"LEUKEMIA, ACUTE MYELOID; AML",,,,,,,,,,,,,,,,,
DB00695,11,D143880,D146255,D161900,D166300,D203700,D208300,D210050,D215140,D256370,D600351,D608622,,,,,,,,,,,,DB00695,D143880,D146255,D161900,D166300,MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE); MTDPS4A,D208300,D210050,GREENBERG DYSPLASIA; GRBGD,D256370,D600351,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,
DB00696,2,D157300,D300125,,,,,,,,,,,,,,,,,,,,,DB00696,D157300,D300125,,,,,,,,,,,,,,,,,,,,
DB00697,5,D157300,D160750,D190400,D200170,D601042,,,,,,,,,,,,,,,,,,DB00697,"MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 1",MYOSITIS,D190400,D200170,DYSTONIA 9; DYT9,,,,,,,,,,,,,,,,,
DB00704,1,D103780,,,,,,,,,,,,,,,,,,,,,,DB00704,D103780,,,,,,,,,,,,,,,,,,,,,
DB00706,4,D147530,D200170,D310468,D600082,,,,,,,,,,,,,,,,,,,DB00706,D147530,D200170,"NEPHROLITHIASIS, X-LINKED RECESSIVE, WITH RENAL FAILURE; XRN",D600082,,,,,,,,,,,,,,,,,,
DB00707,1,D133239,,,,,,,,,,,,,,,,,,,,,,DB00707,D133239,,,,,,,,,,,,,,,,,,,,,
DB00710,2,D102500,D166710,,,,,,,,,,,,,,,,,,,,,DB00710,HAJDU-CHENEY SYNDROME; HJCYS,OSTEOPOROSIS,,,,,,,,,,,,,,,,,,,,
DB00712,7,D103100,D140600,D153880,D165720,D208230,D607459,D607850,,,,,,,,,,,,,,,,DB00712,ADIE PUPIL,D140600,D153880,OSTEOARTHRITIS SUSCEPTIBILITY 1; OS1,PROGRESSIVE PSEUDORHEUMATOID DYSPLASIA; PPRD,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO",D607850,,,,,,,,,,,,,,,
DB00714,2,D168100,D168600,,,,,,,,,,,,,,,,,,,,,DB00714,D168100,D168600,,,,,,,,,,,,,,,,,,,,
DB00715,4,D131300,D164230,D167870,D252320,,,,,,,,,,,,,,,,,,,DB00715,D131300,OBSESSIVE-COMPULSIVE DISORDER; OCD,D167870,"MOTOR NEUROPATHY, PERIPHERAL, WITH DYSAUTONOMIA",,,,,,,,,,,,,,,,,,
DB00716,2,D208550,D600807,,,,,,,,,,,,,,,,,,,,,DB00716,D208550,D600807,,,,,,,,,,,,,,,,,,,,
DB00717,6,D102500,D131200,D184700,D192000,D215470,D604416,,,,,,,,,,,,,,,,,DB00717,HAJDU-CHENEY SYNDROME; HJCYS,D131200,POLYCYSTIC OVARY SYNDROME 1; PCOS1,D192000,D215470,D604416,,,,,,,,,,,,,,,,
DB00721,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB00721,D147530,,,,,,,,,,,,,,,,,,,,,
DB00722,5,D125310,D146255,D161900,D608320,D608622,,,,,,,,,,,,,,,,,,DB00722,D125310,"HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DYSPLASIA SYNDROME; HDRS","RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D608320,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,,,
DB00724,1,D106400,,,,,,,,,,,,,,,,,,,,,,DB00724,ANKYLOSING VERTEBRAL HYPEROSTOSIS WITH TYLOSIS,,,,,,,,,,,,,,,,,,,,,
DB00727,2,D179600,D189800,,,,,,,,,,,,,,,,,,,,,DB00727,D179600,PREECLAMPSIA/ECLAMPSIA 1; PEE1,,,,,,,,,,,,,,,,,,,,
DB00731,4,D125850,D125851,D125853,D600496,,,,,,,,,,,,,,,,,,,DB00731,D125850,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2; MODY2",D125853,D600496,,,,,,,,,,,,,,,,,,
